cohort_month,month_offset,cohort_size,active_users,retention_rate
2022-10-01,35,219,3,0.0137
2022-10-01,36,219,1,0.0046
2022-10-01,37,219,3,0.0137
2022-10-01,41,219,2,0.0091
2022-10-01,42,219,1,0.0046
2022-10-01,43,219,1,0.0046
2022-11-01,0,210,210,1.0
2022-11-01,1,210,7,0.0333
2022-11-01,2,210,1,0.0048
2022-11-01,3,210,1,0.0048
2022-11-01,4,210,1,0.0048
2022-11-01,5,210,1,0.0048
2022-11-01,6,210,1,0.0048
2022-11-01,7,210,2,0.0095
2022-11-01,9,210,1,0.0048
2022-11-01,10,210,2,0.0095
2022-11-01,11,210,1,0.0048
2022-11-01,15,210,2,0.0095
2022-11-01,16,210,2,0.0095
2022-11-01,17,210,2,0.0095
2022-11-01,21,210,1,0.0048
2022-11-01,22,210,1,0.0048
2022-11-01,24,210,1,0.0048
2022-11-01,26,210,1,0.0048
2022-11-01,29,210,1,0.0048
2022-11-01,32,210,1,0.0048
2022-11-01,33,210,1,0.0048
2022-11-01,34,210,2,0.0095
2022-11-01,35,210,1,0.0048
2022-11-01,36,210,2,0.0095
2022-11-01,39,210,1,0.0048
2022-11-01,40,210,3,0.0143
2022-11-01,42,210,1,0.0048
2022-11-01,43,210,2,0.0095
2022-11-01,44,210,2,0.0095
2022-12-01,0,197,197,1.0
2022-12-01,1,197,7,0.0355
2022-12-01,2,197,1,0.0051
2022-12-01,5,197,2,0.0102
2022-12-01,6,197,1,0.0051
2022-12-01,8,197,1,0.0051
2022-12-01,10,197,1,0.0051
2022-12-01,12,197,3,0.0152
2022-12-01,15,197,1,0.0051
2022-12-01,16,197,1,0.0051
2022-12-01,19,197,2,0.0102
2022-12-01,20,197,2,0.0102
2022-12-01,22,197,2,0.0102
2022-12-01,28,197,2,0.0102
2022-12-01,29,197,2,0.0102
2022-12-01,30,197,1,0.0051
2022-12-01,32,197,1,0.0051
2022-12-01,35,197,1,0.0051
2022-12-01,37,197,1,0.0051
2022-12-01,38,197,2,0.0102
2022-12-01,39,197,3,0.0152
2022-12-01,40,197,3,0.0152
2022-12-01,41,197,1,0.0051
2022-12-01,43,197,3,0.0152
2022-12-01,44,197,1,0.0051
2023-01-01,0,216,216,1.0
2023-01-01,1,216,3,0.0139
2023-01-01,2,216,2,0.0093
2023-01-01,4,216,1,0.0046
2023-01-01,7,216,1,0.0046
2023-01-01,8,216,3,0.0139
2023-01-01,9,216,3,0.0139
2023-01-01,10,216,1,0.0046
2023-01-01,12,216,2,0.0093
2023-01-01,14,216,1,0.0046
2023-01-01,16,216,1,0.0046
2023-01-01,17,216,2,0.0093
2023-01-01,18,216,2,0.0093
2023-01-01,19,216,1,0.0046
2023-01-01,20,216,2,0.0093
2023-01-01,22,216,3,0.0139
2023-01-01,23,216,3,0.0139
2023-01-01,25,216,1,0.0046
2023-01-01,26,216,2,0.0093
2023-01-01,27,216,2,0.0093
2023-01-01,28,216,1,0.0046
2023-01-01,31,216,1,0.0046
2023-01-01,32,216,3,0.0139
2023-01-01,33,216,1,0.0046
2023-01-01,36,216,2,0.0093
2023-01-01,37,216,1,0.0046
2023-01-01,42,216,4,0.0185
2023-01-01,43,216,1,0.0046
2023-02-01,0,227,227,1.0
2023-02-01,1,227,5,0.022
2023-02-01,2,227,1,0.0044
2023-02-01,3,227,1,0.0044
2023-02-01,6,227,2,0.0088
2023-02-01,7,227,2,0.0088
2023-02-01,8,227,1,0.0044
2023-02-01,9,227,2,0.0088
2023-02-01,10,227,1,0.0044
2023-02-01,11,227,1,0.0044
2023-02-01,12,227,2,0.0088
2023-02-01,14,227,1,0.0044
2023-02-01,15,227,3,0.0132
2023-02-01,16,227,1,0.0044
2023-02-01,17,227,3,0.0132
2023-02-01,18,227,2,0.0088
2023-02-01,19,227,1,0.0044
2023-02-01,21,227,2,0.0088
2023-02-01,23,227,1,0.0044
2023-02-01,26,227,1,0.0044
2023-02-01,27,227,1,0.0044
2023-02-01,28,227,1,0.0044
2023-02-01,30,227,3,0.0132
2023-02-01,31,227,1,0.0044
2023-02-01,32,227,3,0.0132
2023-02-01,34,227,2,0.0088
2023-02-01,35,227,1,0.0044
2023-02-01,37,227,2,0.0088
2023-02-01,38,227,1,0.0044
2023-02-01,39,227,2,0.0088
2023-02-01,40,227,1,0.0044
2023-02-01,42,227,1,0.0044
2023-03-01,0,250,250,1.0
2023-03-01,1,250,5,0.02
2023-03-01,2,250,1,0.004
2023-03-01,3,250,1,0.004
2023-03-01,4,250,4,0.016
2023-03-01,7,250,2,0.008
2023-03-01,8,250,1,0.004
2023-03-01,13,250,1,0.004
2023-03-01,14,250,1,0.004
2023-03-01,16,250,3,0.012
2023-03-01,18,250,1,0.004
2023-03-01,21,250,4,0.016
2023-03-01,22,250,1,0.004
2023-03-01,23,250,2,0.008
2023-03-01,24,250,3,0.012
2023-03-01,25,250,1,0.004
2023-03-01,26,250,1,0.004
2023-03-01,27,250,1,0.004
2023-03-01,29,250,1,0.004
2023-03-01,30,250,1,0.004
2023-03-01,31,250,1,0.004
2023-03-01,33,250,1,0.004
2023-03-01,34,250,2,0.008
2023-03-01,38,250,1,0.004
2023-03-01,39,250,2,0.008
2023-03-01,41,250,3,0.012
2023-04-01,0,259,259,1.0
2023-04-01,1,259,7,0.027
2023-04-01,2,259,4,0.0154
2023-04-01,4,259,1,0.0039
2023-04-01,5,259,2,0.0077
2023-04-01,9,259,2,0.0077
2023-04-01,12,259,1,0.0039
2023-04-01,14,259,4,0.0154
2023-04-01,15,259,2,0.0077
2023-04-01,16,259,1,0.0039
2023-04-01,17,259,2,0.0077
2023-04-01,18,259,1,0.0039
2023-04-01,21,259,2,0.0077
2023-04-01,25,259,5,0.0193
2023-04-01,27,259,2,0.0077
2023-04-01,28,259,3,0.0116
2023-04-01,30,259,1,0.0039
2023-04-01,31,259,1,0.0039
2023-04-01,33,259,2,0.0077
2023-04-01,37,259,5,0.0193
2023-04-01,38,259,2,0.0077
2023-04-01,39,259,1,0.0039
2023-04-01,40,259,1,0.0039
2023-05-01,0,272,272,1.0
2023-05-01,1,272,6,0.0221
2023-05-01,3,272,2,0.0074
2023-05-01,4,272,2,0.0074
2023-05-01,5,272,2,0.0074
2023-05-01,6,272,2,0.0074
2023-05-01,7,272,4,0.0147
2023-05-01,9,272,1,0.0037
2023-05-01,10,272,2,0.0074
2023-05-01,11,272,1,0.0037
2023-05-01,12,272,1,0.0037
2023-05-01,13,272,4,0.0147
2023-05-01,15,272,3,0.011
2023-05-01,16,272,3,0.011
2023-05-01,17,272,1,0.0037
2023-05-01,21,272,3,0.011
2023-05-01,22,272,1,0.0037
2023-05-01,24,272,2,0.0074
2023-05-01,25,272,3,0.011
2023-05-01,27,272,1,0.0037
2023-05-01,30,272,1,0.0037
2023-05-01,33,272,1,0.0037
2023-05-01,34,272,1,0.0037
2023-05-01,35,272,2,0.0074
2023-05-01,36,272,2,0.0074
2023-05-01,37,272,2,0.0074
2023-05-01,38,272,2,0.0074
2023-06-01,0,255,255,1.0
2023-06-01,1,255,7,0.0275
2023-06-01,2,255,1,0.0039
2023-06-01,3,255,1,0.0039
2023-06-01,4,255,2,0.0078
2023-06-01,5,255,2,0.0078
2023-06-01,6,255,2,0.0078
2023-06-01,8,255,2,0.0078
2023-06-01,9,255,2,0.0078
2023-06-01,11,255,2,0.0078
2023-06-01,12,255,2,0.0078
2023-06-01,14,255,1,0.0039
2023-06-01,19,255,3,0.0118
2023-06-01,20,255,1,0.0039
2023-06-01,21,255,1,0.0039
2023-06-01,22,255,1,0.0039
2023-06-01,23,255,2,0.0078
2023-06-01,24,255,1,0.0039
2023-06-01,25,255,1,0.0039
2023-06-01,27,255,1,0.0039
2023-06-01,28,255,1,0.0039
2023-06-01,29,255,3,0.0118
2023-06-01,30,255,1,0.0039
2023-06-01,33,255,2,0.0078
2023-06-01,34,255,1,0.0039
2023-06-01,36,255,1,0.0039
2023-06-01,37,255,1,0.0039
2023-07-01,0,279,279,1.0
2023-07-01,1,279,4,0.0143
2023-07-01,2,279,1,0.0036
2023-07-01,6,279,1,0.0036
2023-07-01,7,279,2,0.0072
2023-07-01,8,279,3,0.0108
2023-07-01,9,279,1,0.0036
2023-07-01,12,279,3,0.0108
2023-07-01,15,279,2,0.0072
2023-07-01,18,279,1,0.0036
2023-07-01,19,279,2,0.0072
2023-07-01,21,279,2,0.0072
2023-07-01,24,279,2,0.0072
2023-07-01,29,279,1,0.0036
2023-07-01,30,279,1,0.0036
2023-07-01,31,279,2,0.0072
2023-07-01,32,279,2,0.0072
2023-07-01,34,279,1,0.0036
2023-07-01,35,279,3,0.0108
2023-07-01,36,279,1,0.0036
2023-07-01,37,279,2,0.0072
2023-08-01,0,280,280,1.0
2023-08-01,1,280,7,0.025
2023-08-01,2,280,1,0.0036
2023-08-01,4,280,1,0.0036
2023-08-01,5,280,1,0.0036
2023-08-01,6,280,4,0.0143
2023-08-01,13,280,2,0.0071
2023-08-01,15,280,1,0.0036
2023-08-01,16,280,1,0.0036
2023-08-01,17,280,3,0.0107
2023-08-01,20,280,1,0.0036
2023-08-01,21,280,1,0.0036
2023-08-01,22,280,2,0.0071
2023-08-01,23,280,3,0.0107
2023-08-01,24,280,1,0.0036
2023-08-01,25,280,3,0.0107
2023-08-01,28,280,2,0.0071
2023-08-01,29,280,1,0.0036
2023-08-01,30,280,1,0.0036
2023-08-01,32,280,5,0.0179
2023-08-01,34,280,2,0.0071
2023-08-01,35,280,2,0.0071
2023-09-01,0,302,302,1.0
2023-09-01,1,302,10,0.0331
2023-09-01,2,302,2,0.0066
2023-09-01,3,302,2,0.0066
2023-09-01,5,302,1,0.0033
2023-09-01,6,302,1,0.0033
2023-09-01,7,302,2,0.0066
2023-09-01,8,302,1,0.0033
2023-09-01,9,302,1,0.0033
2023-09-01,10,302,3,0.0099
2023-09-01,11,302,4,0.0132
2023-09-01,13,302,1,0.0033
2023-09-01,14,302,1,0.0033
2023-09-01,16,302,2,0.0066
2023-09-01,18,302,1,0.0033
2023-09-01,19,302,2,0.0066
2023-09-01,20,302,1,0.0033
2023-09-01,21,302,2,0.0066
2023-09-01,23,302,1,0.0033
2023-09-01,24,302,3,0.0099
2023-09-01,25,302,2,0.0066
2023-09-01,27,302,1,0.0033
2023-09-01,28,302,2,0.0066
2023-09-01,29,302,1,0.0033
2023-09-01,30,302,5,0.0166
2023-09-01,31,302,3,0.0099
2023-09-01,32,302,1,0.0033
2023-09-01,33,302,1,0.0033
2023-09-01,34,302,2,0.0066
2023-09-01,35,302,1,0.0033
2023-10-01,0,308,308,1.0
2023-10-01,1,308,7,0.0227
2023-10-01,4,308,1,0.0032
2023-10-01,5,308,1,0.0032
2023-10-01,6,308,2,0.0065
2023-10-01,8,308,1,0.0032
2023-10-01,10,308,1,0.0032
2023-10-01,11,308,3,0.0097
2023-10-01,13,308,1,0.0032
2023-10-01,14,308,2,0.0065
2023-10-01,15,308,1,0.0032
2023-10-01,16,308,2,0.0065
2023-10-01,18,308,2,0.0065
2023-10-01,19,308,2,0.0065
2023-10-01,20,308,1,0.0032
2023-10-01,21,308,3,0.0097
2023-10-01,22,308,1,0.0032
2023-10-01,23,308,2,0.0065
2023-10-01,24,308,2,0.0065
2023-10-01,25,308,3,0.0097
2023-10-01,26,308,3,0.0097
2023-10-01,27,308,1,0.0032
2023-10-01,28,308,2,0.0065
2023-10-01,29,308,2,0.0065
2023-10-01,30,308,2,0.0065
2023-10-01,31,308,1,0.0032
2023-10-01,32,308,2,0.0065
2023-10-01,33,308,1,0.0032
2023-10-01,34,308,1,0.0032
2023-11-01,0,279,279,1.0
2023-11-01,1,279,7,0.0251
2023-11-01,2,279,3,0.0108
2023-11-01,3,279,1,0.0036
2023-11-01,4,279,2,0.0072
2023-11-01,5,279,2,0.0072
2023-11-01,8,279,2,0.0072
2023-11-01,9,279,1,0.0036
2023-11-01,11,279,2,0.0072
2023-11-01,12,279,2,0.0072
2023-11-01,13,279,2,0.0072
2023-11-01,14,279,1,0.0036
2023-11-01,18,279,4,0.0143
2023-11-01,19,279,2,0.0072
2023-11-01,21,279,2,0.0072
2023-11-01,22,279,1,0.0036
2023-11-01,23,279,1,0.0036
2023-11-01,24,279,2,0.0072
2023-11-01,25,279,1,0.0036
2023-11-01,26,279,2,0.0072
2023-11-01,27,279,1,0.0036
2023-11-01,28,279,2,0.0072
2023-11-01,29,279,1,0.0036
2023-11-01,30,279,1,0.0036
2023-11-01,31,279,1,0.0036
2023-11-01,32,279,3,0.0108
2023-12-01,0,312,312,1.0
2023-12-01,1,312,7,0.0224
2023-12-01,2,312,2,0.0064
2023-12-01,3,312,1,0.0032
2023-12-01,4,312,3,0.0096
2023-12-01,5,312,2,0.0064
2023-12-01,6,312,1,0.0032
2023-12-01,7,312,1,0.0032
2023-12-01,8,312,1,0.0032
2023-12-01,9,312,3,0.0096
2023-12-01,13,312,1,0.0032
2023-12-01,14,312,2,0.0064
2023-12-01,15,312,2,0.0064
2023-12-01,16,312,2,0.0064
2023-12-01,17,312,1,0.0032
2023-12-01,22,312,3,0.0096
2023-12-01,23,312,1,0.0032
2023-12-01,24,312,2,0.0064
2023-12-01,25,312,1,0.0032
2023-12-01,26,312,2,0.0064
2023-12-01,27,312,2,0.0064
2023-12-01,28,312,1,0.0032
2023-12-01,29,312,1,0.0032
2023-12-01,30,312,2,0.0064
2023-12-01,31,312,3,0.0096
2024-01-01,0,300,300,1.0
2024-01-01,1,300,11,0.0367
2024-01-01,2,300,2,0.0067
2024-01-01,3,300,3,0.01
2024-01-01,4,300,2,0.0067
2024-01-01,5,300,1,0.0033
2024-01-01,7,300,1,0.0033
2024-01-01,9,300,2,0.0067
2024-01-01,10,300,2,0.0067
2024-01-01,11,300,3,0.01
2024-01-01,12,300,1,0.0033
2024-01-01,13,300,2,0.0067
2024-01-01,14,300,2,0.0067
2024-01-01,15,300,5,0.0167
2024-01-01,16,300,4,0.0133
2024-01-01,18,300,2,0.0067
2024-01-01,19,300,2,0.0067
2024-01-01,20,300,1,0.0033
2024-01-01,21,300,1,0.0033
2024-01-01,24,300,2,0.0067
2024-01-01,26,300,2,0.0067
2024-01-01,27,300,4,0.0133
2024-01-01,29,300,3,0.01
2024-01-01,31,300,2,0.0067
2024-02-01,0,294,294,1.0
2024-02-01,1,294,14,0.0476
2024-02-01,2,294,2,0.0068
2024-02-01,3,294,1,0.0034
2024-02-01,4,294,1,0.0034
2024-02-01,8,294,2,0.0068
2024-02-01,9,294,1,0.0034
2024-02-01,10,294,3,0.0102
2024-02-01,11,294,1,0.0034
2024-02-01,12,294,2,0.0068
2024-02-01,13,294,2,0.0068
2024-02-01,14,294,4,0.0136
2024-02-01,16,294,2,0.0068
2024-02-01,18,294,1,0.0034
2024-02-01,19,294,3,0.0102
2024-02-01,20,294,3,0.0102
2024-02-01,21,294,1,0.0034
2024-02-01,22,294,1,0.0034
2024-02-01,23,294,2,0.0068
2024-02-01,25,294,4,0.0136
2024-02-01,26,294,2,0.0068
2024-02-01,28,294,1,0.0034
2024-02-01,30,294,1,0.0034
2024-03-01,0,342,342,1.0
2024-03-01,1,342,9,0.0263
2024-03-01,2,342,1,0.0029
2024-03-01,3,342,4,0.0117
2024-03-01,4,342,4,0.0117
2024-03-01,5,342,3,0.0088
2024-03-01,6,342,5,0.0146
2024-03-01,7,342,2,0.0058
2024-03-01,8,342,2,0.0058
2024-03-01,10,342,1,0.0029
2024-03-01,13,342,1,0.0029
2024-03-01,14,342,2,0.0058
2024-03-01,15,342,2,0.0058
2024-03-01,16,342,1,0.0029
2024-03-01,17,342,2,0.0058
2024-03-01,18,342,1,0.0029
2024-03-01,19,342,1,0.0029
2024-03-01,20,342,2,0.0058
2024-03-01,22,342,1,0.0029
2024-03-01,23,342,2,0.0058
2024-03-01,24,342,3,0.0088
2024-03-01,25,342,3,0.0088
2024-03-01,26,342,2,0.0058
2024-03-01,28,342,3,0.0088
2024-03-01,29,342,3,0.0088
2024-04-01,0,337,337,1.0
2024-04-01,1,337,17,0.0504
2024-04-01,2,337,3,0.0089
2024-04-01,3,337,3,0.0089
2024-04-01,4,337,1,0.003
2024-04-01,5,337,1,0.003
2024-04-01,6,337,3,0.0089
2024-04-01,7,337,2,0.0059
2024-04-01,8,337,1,0.003
2024-04-01,9,337,2,0.0059
2024-04-01,10,337,1,0.003
2024-04-01,11,337,2,0.0059
2024-04-01,13,337,1,0.003
2024-04-01,14,337,3,0.0089
2024-04-01,16,337,1,0.003
2024-04-01,17,337,4,0.0119
2024-04-01,18,337,1,0.003
2024-04-01,19,337,6,0.0178
2024-04-01,20,337,3,0.0089
2024-04-01,21,337,2,0.0059
2024-04-01,22,337,1,0.003
2024-04-01,23,337,3,0.0089
2024-04-01,25,337,2,0.0059
2024-04-01,26,337,3,0.0089
2024-04-01,27,337,1,0.003
2024-04-01,28,337,2,0.0059
2024-05-01,0,378,378,1.0
2024-05-01,1,378,16,0.0423
2024-05-01,2,378,2,0.0053
2024-05-01,3,378,6,0.0159
2024-05-01,4,378,2,0.0053
2024-05-01,5,378,1,0.0026
2024-05-01,6,378,2,0.0053
2024-05-01,7,378,3,0.0079
2024-05-01,8,378,3,0.0079
2024-05-01,11,378,4,0.0106
2024-05-01,12,378,2,0.0053
2024-05-01,13,378,2,0.0053
2024-05-01,14,378,1,0.0026
2024-05-01,15,378,1,0.0026
2024-05-01,16,378,4,0.0106
2024-05-01,17,378,5,0.0132
2024-05-01,18,378,4,0.0106
2024-05-01,19,378,5,0.0132
2024-05-01,20,378,4,0.0106
2024-05-01,23,378,3,0.0079
2024-05-01,24,378,3,0.0079
2024-05-01,25,378,1,0.0026
2024-05-01,26,378,3,0.0079
2024-05-01,27,378,2,0.0053
2024-06-01,0,359,359,1.0
2024-06-01,1,359,8,0.0223
2024-06-01,2,359,2,0.0056
2024-06-01,3,359,2,0.0056
2024-06-01,4,359,3,0.0084
2024-06-01,5,359,3,0.0084
2024-06-01,7,359,5,0.0139
2024-06-01,8,359,5,0.0139
2024-06-01,9,359,3,0.0084
2024-06-01,10,359,1,0.0028
2024-06-01,11,359,7,0.0195
2024-06-01,12,359,1,0.0028
2024-06-01,13,359,1,0.0028
2024-06-01,14,359,5,0.0139
2024-06-01,15,359,4,0.0111
2024-06-01,16,359,2,0.0056
2024-06-01,17,359,3,0.0084
2024-06-01,19,359,3,0.0084
2024-06-01,20,359,2,0.0056
2024-06-01,21,359,1,0.0028
2024-06-01,22,359,2,0.0056
2024-06-01,23,359,1,0.0028
2024-06-01,24,359,1,0.0028
2024-06-01,25,359,1,0.0028
2024-06-01,26,359,2,0.0056
2024-07-01,0,349,349,1.0
2024-07-01,1,349,6,0.0172
2024-07-01,2,349,1,0.0029
2024-07-01,4,349,6,0.0172
2024-07-01,5,349,2,0.0057
2024-07-01,6,349,5,0.0143
2024-07-01,7,349,2,0.0057
2024-07-01,8,349,1,0.0029
2024-07-01,9,349,2,0.0057
2024-07-01,10,349,3,0.0086
2024-07-01,12,349,4,0.0115
2024-07-01,13,349,1,0.0029
2024-07-01,14,349,1,0.0029
2024-07-01,15,349,2,0.0057
2024-07-01,16,349,5,0.0143
2024-07-01,17,349,3,0.0086
2024-07-01,18,349,2,0.0057
2024-07-01,19,349,1,0.0029
2024-07-01,20,349,1,0.0029
2024-07-01,21,349,4,0.0115
2024-07-01,22,349,2,0.0057
2024-07-01,23,349,3,0.0086
2024-07-01,24,349,2,0.0057
2024-07-01,25,349,1,0.0029
2024-08-01,0,360,360,1.0
2024-08-01,1,360,10,0.0278
2024-08-01,2,360,2,0.0056
2024-08-01,4,360,1,0.0028
2024-08-01,5,360,5,0.0139
2024-08-01,6,360,2,0.0056
2024-08-01,7,360,2,0.0056
2024-08-01,8,360,3,0.0083
2024-08-01,9,360,3,0.0083
2024-08-01,10,360,2,0.0056
2024-08-01,11,360,3,0.0083
2024-08-01,12,360,4,0.0111
2024-08-01,13,360,2,0.0056
2024-08-01,14,360,5,0.0139
2024-08-01,15,360,3,0.0083
2024-08-01,16,360,2,0.0056
2024-08-01,17,360,4,0.0111
2024-08-01,18,360,2,0.0056
2024-08-01,19,360,3,0.0083
2024-08-01,20,360,2,0.0056
2024-08-01,21,360,1,0.0028
2024-08-01,22,360,2,0.0056
2024-08-01,23,360,2,0.0056
2024-08-01,24,360,5,0.0139
2024-09-01,0,359,359,1.0
2024-09-01,1,359,12,0.0334
2024-09-01,2,359,5,0.0139
2024-09-01,3,359,5,0.0139
2024-09-01,5,359,5,0.0139
2024-09-01,6,359,1,0.0028
2024-09-01,8,359,1,0.0028
2024-09-01,9,359,1,0.0028
2024-09-01,10,359,4,0.0111
2024-09-01,11,359,3,0.0084
2024-09-01,13,359,4,0.0111
2024-09-01,14,359,4,0.0111
2024-09-01,15,359,6,0.0167
2024-09-01,16,359,3,0.0084
2024-09-01,17,359,4,0.0111
2024-09-01,18,359,2,0.0056
2024-09-01,19,359,1,0.0028
2024-09-01,20,359,2,0.0056
2024-09-01,22,359,1,0.0028
2024-09-01,23,359,1,0.0028
2024-10-01,0,368,368,1.0
2024-10-01,1,368,7,0.019
2024-10-01,2,368,4,0.0109
2024-10-01,3,368,1,0.0027
2024-10-01,4,368,4,0.0109
2024-10-01,5,368,1,0.0027
2024-10-01,7,368,2,0.0054
2024-10-01,8,368,3,0.0082
2024-10-01,9,368,2,0.0054
2024-10-01,10,368,1,0.0027
2024-10-01,11,368,1,0.0027
2024-10-01,12,368,2,0.0054
2024-10-01,13,368,2,0.0054
2024-10-01,14,368,1,0.0027
2024-10-01,15,368,3,0.0082
2024-10-01,16,368,1,0.0027
2024-10-01,17,368,7,0.019
2024-10-01,18,368,1,0.0027
2024-10-01,19,368,2,0.0054
2024-10-01,20,368,5,0.0136
2024-10-01,21,368,3,0.0082
2024-10-01,22,368,5,0.0136
2024-11-01,0,423,423,1.0
2024-11-01,1,423,12,0.0284
2024-11-01,2,423,1,0.0024
2024-11-01,3,423,5,0.0118
2024-11-01,4,423,3,0.0071
2024-11-01,5,423,5,0.0118
2024-11-01,6,423,2,0.0047
2024-11-01,7,423,2,0.0047
2024-11-01,8,423,2,0.0047
2024-11-01,9,423,2,0.0047
2024-11-01,10,423,4,0.0095
2024-11-01,11,423,5,0.0118
2024-11-01,12,423,1,0.0024
2024-11-01,13,423,5,0.0118
2024-11-01,14,423,2,0.0047
2024-11-01,15,423,1,0.0024
2024-11-01,16,423,4,0.0095
2024-11-01,17,423,2,0.0047
2024-11-01,18,423,3,0.0071
2024-11-01,19,423,1,0.0024
2024-11-01,20,423,2,0.0047
2024-11-01,21,423,4,0.0095
2024-12-01,0,445,445,1.0
2024-12-01,1,445,9,0.0202
2024-12-01,2,445,5,0.0112
2024-12-01,3,445,4,0.009
2024-12-01,4,445,1,0.0022
2024-12-01,5,445,3,0.0067
2024-12-01,6,445,2,0.0045
2024-12-01,7,445,4,0.009
2024-12-01,8,445,4,0.009
2024-12-01,9,445,1,0.0022
2024-12-01,11,445,3,0.0067
2024-12-01,12,445,6,0.0135
2024-12-01,13,445,3,0.0067
2024-12-01,15,445,2,0.0045
2024-12-01,17,445,2,0.0045
2024-12-01,18,445,1,0.0022
2024-12-01,20,445,7,0.0157
2025-01-01,0,469,469,1.0
2025-01-01,1,469,5,0.0107
2025-01-01,2,469,4,0.0085
2025-01-01,3,469,4,0.0085
2025-01-01,4,469,2,0.0043
2025-01-01,5,469,6,0.0128
2025-01-01,6,469,1,0.0021
2025-01-01,7,469,4,0.0085
2025-01-01,8,469,2,0.0043
2025-01-01,9,469,2,0.0043
2025-01-01,10,469,3,0.0064
2025-01-01,11,469,2,0.0043
2025-01-01,12,469,3,0.0064
2025-01-01,13,469,2,0.0043
2025-01-01,14,469,1,0.0021
2025-01-01,15,469,6,0.0128
2025-01-01,16,469,4,0.0085
2025-01-01,17,469,2,0.0043
2025-01-01,18,469,4,0.0085
2025-01-01,19,469,6,0.0128
2025-02-01,0,410,410,1.0
2025-02-01,1,410,10,0.0244
2025-02-01,2,410,2,0.0049
2025-02-01,3,410,4,0.0098
2025-02-01,4,410,2,0.0049
2025-02-01,5,410,2,0.0049
2025-02-01,6,410,3,0.0073
2025-02-01,7,410,2,0.0049
2025-02-01,8,410,1,0.0024
2025-02-01,9,410,1,0.0024
2025-02-01,12,410,2,0.0049
2025-02-01,13,410,4,0.0098
2025-02-01,14,410,2,0.0049
2025-02-01,15,410,3,0.0073
2025-02-01,16,410,6,0.0146
2025-02-01,17,410,2,0.0049
2025-02-01,18,410,1,0.0024
2025-03-01,0,471,471,1.0
2025-03-01,1,471,14,0.0297
2025-03-01,2,471,3,0.0064
2025-03-01,3,471,1,0.0021
2025-03-01,4,471,3,0.0064
2025-03-01,5,471,2,0.0042
2025-03-01,6,471,2,0.0042
2025-03-01,7,471,1,0.0021
2025-03-01,8,471,3,0.0064
2025-03-01,9,471,3,0.0064
2025-03-01,10,471,1,0.0021
2025-03-01,11,471,6,0.0127
2025-03-01,12,471,2,0.0042
2025-03-01,13,471,2,0.0042
2025-03-01,14,471,4,0.0085
2025-03-01,15,471,3,0.0064
2025-03-01,16,471,2,0.0042
2025-03-01,17,471,3,0.0064
2025-04-01,0,467,467,1.0
2025-04-01,1,467,9,0.0193
2025-04-01,2,467,1,0.0021
2025-04-01,3,467,2,0.0043
2025-04-01,4,467,4,0.0086
2025-04-01,5,467,4,0.0086
2025-04-01,6,467,2,0.0043
2025-04-01,8,467,1,0.0021
2025-04-01,9,467,1,0.0021
2025-04-01,10,467,1,0.0021
2025-04-01,11,467,4,0.0086
2025-04-01,12,467,3,0.0064
2025-04-01,13,467,4,0.0086
2025-04-01,14,467,2,0.0043
2025-04-01,15,467,3,0.0064
2025-04-01,16,467,4,0.0086
2025-05-01,0,516,516,1.0
2025-05-01,1,516,11,0.0213
2025-05-01,2,516,2,0.0039
2025-05-01,3,516,7,0.0136
2025-05-01,4,516,6,0.0116
2025-05-01,5,516,2,0.0039
2025-05-01,6,516,7,0.0136
2025-05-01,7,516,4,0.0078
2025-05-01,8,516,4,0.0078
2025-05-01,9,516,4,0.0078
2025-05-01,10,516,4,0.0078
2025-05-01,11,516,1,0.0019
2025-05-01,12,516,4,0.0078
2025-05-01,13,516,9,0.0174
2025-05-01,14,516,4,0.0078
2025-05-01,15,516,6,0.0116
2025-06-01,0,486,486,1.0
2025-06-01,1,486,11,0.0226
2025-06-01,2,486,1,0.0021
2025-06-01,3,486,4,0.0082
2025-06-01,4,486,7,0.0144
2025-06-01,5,486,6,0.0123
2025-06-01,6,486,2,0.0041
2025-06-01,7,486,2,0.0041
2025-06-01,8,486,2,0.0041
2025-06-01,9,486,4,0.0082
2025-06-01,10,486,6,0.0123
2025-06-01,11,486,4,0.0082
2025-06-01,12,486,3,0.0062
2025-06-01,13,486,7,0.0144
2025-06-01,14,486,1,0.0021
2025-07-01,0,531,531,1.0
2025-07-01,1,531,15,0.0282
2025-07-01,2,531,7,0.0132
2025-07-01,3,531,7,0.0132
2025-07-01,4,531,3,0.0056
2025-07-01,5,531,1,0.0019
2025-07-01,6,531,6,0.0113
2025-07-01,7,531,7,0.0132
2025-07-01,8,531,5,0.0094
2025-07-01,9,531,7,0.0132
2025-07-01,10,531,4,0.0075
2025-07-01,11,531,7,0.0132
2025-07-01,12,531,8,0.0151
2025-07-01,13,531,3,0.0056
2025-08-01,0,528,528,1.0
2025-08-01,1,528,13,0.0246
2025-08-01,2,528,6,0.0114
2025-08-01,3,528,5,0.0095
2025-08-01,4,528,6,0.0114
2025-08-01,5,528,6,0.0114
2025-08-01,6,528,6,0.0114
2025-08-01,7,528,6,0.0114
2025-08-01,8,528,4,0.0076
2025-08-01,9,528,3,0.0057
2025-08-01,10,528,5,0.0095
2025-08-01,11,528,3,0.0057
